machine,size,iteration,metric,invocations,min,max,mean,sum
f3,100_100_100,6,cuDeviceGetAttribute,91,338,231310,6500.637,591558
f3,100_100_100,6,cudaSetupArgument,1200,387,5986,432.4367,518924
f3,100_100_100,6,cudaMallocHost,2,4001428,193644273,98822850,197645701
f3,100_100_100,6,cudaGetDeviceCount,5,650,4435,1520.2,7601
f3,100_100_100,6,cudaGetDeviceProperties,5,493063,602204,526655.8,2633279
f3,100_100_100,6,cudaMemGetInfo,5,129242,175582,139936.6,699683
f3,100_100_100,6,cudaLaunch,120,15413,89809,18067.61,2168113
f3,100_100_100,6,cudaMalloc,20,197114,368636,219147.8,4382955
f3,100_100_100,6,cudaMemcpy,10,1220719,1368172,1278093,12780929
f3,100_100_100,6,CUDA memcpy HtoD,5,1278747,1285755,1280570,6402852
f3,100_100_100,6,CUDA memcpy DtoH,5,1192407,1202583,1197347,5986737
f3,100_100_100,6,cudaFree,22,180965,2457200,578443.5,12725758
f3,100_100_100,6,cudaLaunch (gpu_stencil37_hack1_cp_slices,30,15583,89809,20646.9,619407
f3,100_100_100,6,gpu_stencil37_hack1_cp_slices,30,23841,30626,27304.8,819144
f3,100_100_100,6,cudaLaunch (gpu_stencil37_hack1_cp_rows,30,15413,25992,17027.57,510827
f3,100_100_100,6,gpu_stencil37_hack1_cp_rows,30,70403,82692,77920.3,2337609
f3,100_100_100,6,cudaLaunch (gpu_stencil37_hack1_cp_cols,30,15605,24549,17014.13,510424
f3,100_100_100,6,gpu_stencil37_hack1_cp_cols,30,125349,132486,128572.1,3857163
f3,100_100_100,6,cudaLaunch (gpu_stencil37_hack2,30,15952,25995,17581.83,527455
f3,100_100_100,6,gpu_stencil37_hack2,30,490007,496182,493660.9,14809827
f3,100_100_100,6,total_CUDA memcpy HtoD,5,1278747,1285755,1280570,6402852
f3,100_100_100,6,total_CUDA memcpy DtoH,5,1192407,1202583,1197347,5986737
f3,100_100_100,6,total_kernel_execution_time,0, 0, 0, 0, 21823743
f3,100_100_100,6,total_CUDA_functions,0, 0, 0, 0, 11002113
f3,100_100_100,6,total_running_time,0, 0, 0, 0, 75756898
f3,100_100_100,7,cuDeviceGetAttribute,91,343,235943,8375.571,762177
f3,100_100_100,7,cudaSetupArgument,1400,400,7210,537.8143,752940
f3,100_100_100,7,cudaMallocHost,2,3989546,196979091,100484318,200968637
f3,100_100_100,7,cudaGetDeviceCount,5,602,6355,1970.6,9853
f3,100_100_100,7,cudaGetDeviceProperties,5,529211,801704,608985.8,3044929
f3,100_100_100,7,cudaMemGetInfo,5,136943,240090,170175,850875
f3,100_100_100,7,cudaLaunch,140,17663,150638,43261.36,6056590
f3,100_100_100,7,cudaMalloc,20,204720,516459,264904.9,5298098
f3,100_100_100,7,cudaMemcpy,10,1228271,1376148,1281296,12812963
f3,100_100_100,7,CUDA memcpy HtoD,5,1267321,1273658,1270855,6354273
f3,100_100_100,7,CUDA memcpy DtoH,5,1192374,1215767,1200144,6000721
f3,100_100_100,7,cudaFree,22,195170,2314254,579682.5,12753015
f3,100_100_100,7,cudaLaunch (gpu_stencil37_hack1_cp_slices,35,18116,150638,46358.94,1622563
f3,100_100_100,7,gpu_stencil37_hack1_cp_slices,35,23841,30945,27629.91,967047
f3,100_100_100,7,cudaLaunch (gpu_stencil37_hack1_cp_rows,35,17663,68445,42571.69,1490009
f3,100_100_100,7,gpu_stencil37_hack1_cp_rows,35,66019,84932,77514.74,2713016
f3,100_100_100,7,cudaLaunch (gpu_stencil37_hack1_cp_cols,35,18051,65438,42002.43,1470085
f3,100_100_100,7,gpu_stencil37_hack1_cp_cols,35,123302,132070,127837.7,4474318
f3,100_100_100,7,cudaLaunch (gpu_stencil37_hack2,35,18506,68776,42112.37,1473933
f3,100_100_100,7,gpu_stencil37_hack2,35,492726,498070,494989.3,17324626
f3,100_100_100,7,total_CUDA memcpy HtoD,5,1267321,1273658,1270855,6354273
f3,100_100_100,7,total_CUDA memcpy DtoH,5,1192374,1215767,1200144,6000721
f3,100_100_100,7,total_kernel_execution_time,0, 0, 0, 0, 25479007
f3,100_100_100,7,total_CUDA_functions,0, 0, 0, 0, 16775462
f3,100_100_100,7,total_running_time,0, 0, 0, 0, 82967177
f3,100_100_100,8,cuDeviceGetAttribute,91,341,251896,6769.396,616015
f3,100_100_100,8,cudaSetupArgument,1600,421,1657,511.5131,818421
f3,100_100_100,8,cudaMallocHost,2,3991968,194753658,99372813,198745626
f3,100_100_100,8,cudaGetDeviceCount,5,678,5352,1758.2,8791
f3,100_100_100,8,cudaGetDeviceProperties,5,536859,762962,652859.4,3264297
f3,100_100_100,8,cudaMemGetInfo,5,158300,243694,179647.2,898236
